{96,4,4,10,{788,1775,1246,1478,1516,774,1389,1411,142,1791}},
{97,3,8,6,{1617,598,62,1869,42,1441,563,589,1860,354}},
{98,7,2,8,{1154,1205,1753,1742,273,206,1619,1670,1694,249}},
{99,10,9,0,{1234,302,1195,994,759,1337,1517,1429,1763,925}},
{100,8,7,4,{1393,197,1882,1040,956,877,1750,285,1201,416}},
{101,3,8,8,{810,1898,1831,455,1192,1928,390,1326,1570,1079}},
{102,6,10,10,{1416,1257,1837,1922,520,686,1162,1969,1932,804}},
{103,3,10,1,{1823,1285,640,1904,198,1933,438,1235,252,1703}},
{104,2,6,6,{193,775,651,1315,425,1581,272,42,361,1925}},
{105,10,9,1,{255,999,1815,1661,1204,181,1641,1372,1284,1691}},
{106,6,2,1,{1740,921,1393,1889,372,1124,978,1582,103,1531}},
{107,8,3,1,{1950,281,646,966,1082,354,52,603,1674,295}},
{108,5,5,3,{1905,1926,1292,1121,603,1537,1087,34,1385,1744}},
{109,4,6,8,{1192,734,1396,77,288,1261,1118,461,1519,1706}},
{110,10,7,5,{1484,1512,1355,1419,274,955,222,1167,31,1843}},
{111,8,8,6,{1949,1164,285,1506,196,1303,1212,1574,633,1021}},
{112,8,9,6,{1511,1812,1271,179,1340,1045,1481,1718,1475,956}},
{113,3,1,0,{711,1601,1940,634,1667,1738,73,314,1066,444}},
{114,10,5,8,{363,695,1461,1232,861,1644,1248,1196,1517,913}},
{115,8,9,4,{1990,555,778,1115,1953,629,1188,1324,1260,1120}},
{116,2,4,9,{1493,700,888,191,1333,339,1180,1901,1307,1650}},
{117,9,10,5,{1848,1279,1256,243,1945,17,207,272,257,695}},
{118,0,0,6,{1856,361,1201,475,1275,666,500,1670,604,50}},
{119,5,5,3,{1243,1726,648,1951,1754,1688,1488,1750,361,1036}},
{120,5,8,1,{590,915,486,94,438,981,345,1697,552,708}},
{121,0,5,1,{102,902,1199,1204,979,321,1501,806,417,1265}},
{122,6,3,4,{62,1701,251,1455,1080,1356,950,1202,1521,1357}},
{123,8,5,5,{877,1050,903,794,859,360,461,75,168,139}},
{124,7,1,3,{1631,928,1255,879,49,1567,1283,350,1844,1184}},
{125,0,7,5,{234,853,1622,1704,1619,798,1025,737,1374,1727}},
{126,1,9,7,{774,1036,366,1465,369,1660,1427,1227,691,484}},
{127,8,4,7,{1361,1238,91,280,332,209,1253,162,1686,523}},
{128,2,2,5,{979,1891,206,598,1097,831,1281,1114,572,755}},
{129,6,7,2,{928,1605,525,850,1615,557,333,465,739,1420}},
{130,4,8,4,{271,1141,352,270,1844,1495,334,703,1137,1894}},
{131,4,9,3,{253,706,1991,1913,1138,442,1322,294,1533,1320}},
{132,0,6,10,{1002,296,1460,1397,197,731,582,1635,1719,464}},
{133,0,5,10,{1355,12,283,378,213,191,1710,149,457,1787}},
{134,8,6,9,{1726,506,1147,238,80,1808,169,1765,1593,1416}},
{135,0,2,2,{600,387,1624,1850,164,12,1233,306,1855,199}},
{136,0,8,5,{728,1356,1402,1261,125,130,801,1751,1053,1470}},
{137,1,5,4,{936,552,1163,362,1721,452,1518,1487,766,341}},
{138,7,1,4,{1037,172,1033,192,603,1409,1983,238,291,290}},
{139,6,7,4,{669,866,938,1283,1841,786,331,1385,1100,718}},
{140,4,7,5,{1367,1120,760,1325,781,1253,1783,16,1187,942}},
{141,0,4,0,{305,1198,1191,1213,478,566,311,1212,1775,237}},
{142,7,0,0,{672,29,397,1957,191,1744,1588,496,82,950}},
{143,7,3,8,{141,1711,1790,1604,190,43,542,429,85,390}},
{144,9,0,9,{1551,57,1742,5,1900,1701,1552,1411,1653,1612}},
{145,1,6,3,{965,1273,1537,1547,345,85,57,1602,1083,1302}},
{146,5,4,5,{1002,586,1707,1056,744,692,1224,1357,159,135}},
{147,0,6,3,{742,633,296,1075,1792,692,1532,1925,1477,1057}},
{148,2,7,0,{154,744,629,31,1567,296,1693,56,1993,97}},
{149,5,8,5,{1057,1153,1381,1526,1767,337,63,1629,1732,1271}},
{150,1,2,3,{241,872,681,1200,1371,305,106,240,407,947}},
{151,3,0,8,{693,967,76,1136,724,911,1714,797,1169,1082}},
{152,3,9,8,{96,457,1992,1839,482,1349,1034,1311,1225,364}},
{153,1,8,0,{735,1010,1857,1094,1871,1187,1484,494,458,1859}},
{154,5,4,7,{41,1263,1070,1489,115,1288,113,686,389,1196}},
{155,9,9,2,{1874,856,1191,680,227,1937,927,1838,589,206}},
{156,4,8,6,{112,619,1269,1618,435,36,1141,974,1146,928}},
{157,7,10,0,{181,452,1168,1955,1949,315,192,1421,720,1135}},
{158,2,5,6,{791,1857,1114,1084,40,921,650,179,742,811}},
{159,6,0,10,{1198,990,1378,1455,1591,342,124,1042,254,503}},
{160,5,10,10,{996,916,1081,735,1791,839,508,961,656,707}},
{161,10,4,1,{890,1996,1773,1650,1472,661,1166,277,1103,179}},
{162,10,1,8,{1419,1813,1989,1901,1927,347,95,1836,618,1897}},
{163,5,3,9,{1279,1350,1588,150,1335,98,1927,1225,1005,1763}},
{164,0,8,5,{840,1958,1538,768,812,968,158,1133,549,1320}},
{165,9,1,0,{413,873,1026,1548,1368,802,1359,989,783,1405}},
{166,1,7,5,{555,1096,635,898,231,1767,1859,495,312,304}},
{167,10,9,7,{1115,95,1878,1594,407,1362,792,922,1026,1078}},
{168,5,2,2,{1165,263,99,209,1444,1766,1864,927,485,1152}},
{169,7,9,0,{1183,785,1612,1783,1382,854,231,1508,1885,870}},
{170,7,0,6,{1484,1454,1657,1242,1961,822,825,1951,1050,761}},
{171,10,2,5,{931,1523,1495,1245,508,23,1590,611,675,964}},
{172,0,3,10,{736,1609,1064,1908,1396,367,1353,514,1008,1039}},
{173,9,1,4,{911,434,1771,707,1579,1938,1136,1445,536,1166}},
{174,4,10,8,{1030,903,82,1497,505,435,1621,1573,896,607}},
{175,0,9,7,{908,760,598,769,1987,1852,420,1661,632,40}},
{176,9,3,7,{1833,1061,953,688,962,168,753,420,1673,270}},
{177,6,4,8,{1005,978,1858,1271,1544,1159,1320,1769,1266,1598}},
{178,8,4,10,{176,1530,698,1091,887,928,1106,380,1560,699}},
{179,10,1,10,{1655,1785,1960,1606,819,369,1047,1909,714,190}},
{180,2,10,2,{1483,836,742,1151,565,1292,189,1988,1220,1066}},
{181,8,5,8,{269,1561,630,1041,1267,616,1876,1698,656,807}},
{182,5,8,1,{1244,489,1509,91,1882,464,1791,1182,378,1602}},
{183,0,1,3,{1583,340,572,33,630,273,1291,589,1578,122}},
{184,0,6,3,{239,1029,571,1443,19,1037,1044,257,254,1008}},
{185,3,7,6,{433,934,1827,680,1301,96,1516,1628,1229,1130}},
{186,5,5,0,{1981,475,1767,1620,424,707,42,1110,1247,784}},
{187,9,8,7,{1339,1919,372,116,1271,1845,1072,1146,1875,1952}},
{188,9,6,9,{1885,1389,633,1635,12,515,1446,432,1972,532}},
{189,4,9,8,{639,568,1268,955,1304,1875,1733,364,1600,1641}},
{190,2,10,1,{1173,1543,1092,1087,1448,857,1649,142,102,282}},
{191,8,1,6,{1706,1033,1330,1670,1586,646,1834,278,1113,794}},
{192,1,1,0,{911,660,423,311,1131,277,594,1459,758,348}},
{193,1,2,2,{760,1690,732,1544,1053,603,817,1929,549,1022}},
{194,1,3,6,{1717,229,174,1523,252,728,812,608,682,206}},
{195,2,3,9,{903,385,741,774,1265,1035,426,1914,1830,1440}},
{196,10,8,6,{1638,1098,161,633,702,210,224,894,266,1385}},
{197,6,8,5,{412,453,969,125,106,395,940,1743,495,985}},
{198,6,1,4,{501,386,1511,299,617,1025,1103,1792,694,637}},
{199,1,8,9,{1008,1808,1311,527,1760,966,1027,1141,804,621}},
{200,2,8,2,{1977,34,1762,562,1267,578,1766,759,750,341}},
{201,3,2,0,{1849,1691,653,1549,39,1718,1410,1877,983,1833}},
{202,0,7,6,{613,328,1652,596,1605,149,1140,1484,1546,983}},
{203,8,8,1,{1220,168,1449,1481,936,756,816,1830,1164,695}},
{204,3,7,2,{1565,1021,1606,1462,1366,1975,1138,1151,1110,1360}},
{205,7,6,8,{1808,297,1287,1694,194,904,1584,1123,1273,94}},
{206,4,7,8,{862,541,1809,254,1883,443,1333,18,1053,1286}},
{207,8,8,7,{586,504,568,1875,705,1580,145,1476,689,1754}},
{208,3,9,0,{1936,836,322,1735,1650,783,997,813,1500,110}},
{209,6,8,1,{79,907,58,1905,1133,126,94,1542,729,1629}},
{210,3,7,9,{1588,1939,596,754,323,1990,683,912,1653,1299}},
{211,9,6,8,{243,1265,1535,668,1789,536,987,1861,982,418}},
{212,4,3,7,{947,509,1386,481,1239,1257,1236,806,1640,461}},
{213,3,2,2,{1131,1080,1105,1451,1710,1732,1701,1804,1653,1223}},
{214,1,5,8,{243,1072,626,1344,727,506,1250,1745,1849,246}},
{215,9,9,3,{1203,712,860,473,269,1019,442,145,195,1190}},
{216,8,5,8,{994,1253,1887,1023,1605,360,299,500,1634,977}},
{217,5,6,1,{1137,107,973,1287,41,1933,594,562,746,233}},
{218,0,5,3,{225,1176,1136,203,1676,352,1808,66,606,1468}},
{219,7,9,8,{1743,510,1261,988,273,993,1920,449,426,1076}},
{220,7,9,4,{959,1409,1233,1494,816,1623,798,1098,1774,1250}},
{221,1,1,9,{1733,547,1295,351,1934,987,901,1276,1022,1885}},
{222,6,4,10,{1054,1683,977,1337,1776,1748,203,270,1063,1791}},
{223,2,7,2,{860,1269,462,1208,1303,1244,1214,1146,182,1270}},
{224,1,3,1,{325,599,671,175,1764,1623,1618,814,449,1922}},
{225,2,3,4,{129,1528,531,797,1059,1333,903,1819,1554,1714}},
{226,1,6,8,{1722,1548,1846,1317,1630,426,1972,401,1810,1483}},
{227,7,3,3,{624,405,1602,923,918,1835,641,312,842,1778}},
{228,7,10,3,{561,398,507,877,740,229,701,853,1941,76}},
{229,5,2,10,{985,1434,1561,1533,366,908,451,1938,1007,854}},
{230,3,10,3,{808,429,1955,998,1449,1926,1834,1785,1044,723}},
{231,5,6,7,{329,690,1347,1933,1857,615,1242,1411,17,90}},
{232,8,0,0,{1767,660,657,33,1422,901,857,1980,1747,1379}},
{233,5,3,2,{301,1163,1155,1069,1390,877,1842,826,968,1364}},
{234,0,6,3,{1899,578,98,730,406,871,820,347,1320,1361}},
{235,4,0,4,{175,1457,413,1966,1314,989,1142,900,22,92}},
{236,9,1,6,{969,67,1615,366,1910,775,1940,893,615,679}},
{237,5,7,2,{934,885,146,648,1717,1980,466,916,528,855}},
{238,2,1,2,{1637,1703,1731,362,1877,47,946,714,291,938}},
{239,5,3,0,{1992,1363,605,906,1906,1673,944,344,1779,1517}},
{240,5,2,5,{950,886,396,121,140,612,555,706,1814,1412}},
{241,2,7,3,{60,587,144,930,422,1924,1097,988,24,431}},
{242,7,7,5,{1817,1737,77,80,1762,970,1779,1711,1208,566}},
{243,6,0,7,{101,1685,1556,1498,1171,412,31,1439,1693,741}},
{244,7,3,2,{1813,600,445,1879,1412,1239,1381,1365,152,1853}},
{245,9,4,2,{1578,781,683,967,889,747,1200,1957,1482,168}},
{246,10,3,9,{728,397,1867,490,1497,244,1610,1682,524,1427}},
{247,8,8,6,{779,876,642,1095,708,980,1254,230,1880,501}},
{248,10,6,7,{360,1011,1540,819,709,651,559,1320,1253,1074}},
{249,1,6,10,{161,71,788,1269,733,457,1136,1488,384,1937}},
{250,10,7,5,{1805,1084,838,1740,1708,241,1992,1648,944,631}},
{251,5,4,7,{163,1421,1975,1091,43,1802,143,1180,399,425}},
{252,8,9,9,{70,250,115,47,1244,1482,880,1755,749,332}},
{253,6,9,0,{1957,1893,1958,735,433,351,307,1923,347,1463}},
{254,6,10,3,{1085,48,741,1238,804,319,1598,383,1549,1628}},
{255,0,8,8,{958,283,708,67,705,188,1563,209,517,1178}},
{256,3,4,3,{110,155,1790,543,1854,661,1304,998,1206,635}},
{257,6,1,1,{809,1189,1737,1902,434,1649,556,666,1868,651}},
{258,4,4,7,{1004,138,311,510,1100,1243,1676,1693,1484,1479}},
{259,10,2,7,{1258,887,1656,759,1827,1128,1679,594,1214,1087}},
{260,7,8,4,{768,1825,102,407,795,186,1776,1285,1092,1589}},
{261,8,5,5,{53,625,990,1825,227,250,1543,1736,628,411}},
{262,7,3,1,{1299,1690,1038,961,1904,1601,768,870,679,1812}},
{263,3,6,6,{671,1790,1890,1791,1762,1492,942,244,98,863}},
{264,8,5,0,{1546,56,556,404,1266,1362,763,399,1018,1552}},
{265,4,7,6,{330,1048,748,1942,182,1794,668,445,1359,527}},
{266,8,5,8,{416,429,1615,548,248,797,1002,1997,571,1111}},
{267,7,8,10,{149,1258,544,293,1314,185,778,1556,7,711}},
{268,3,3,0,{253,300,1119,957,993,728,1457,1042,1341,999}},
{269,5,10,9,{1994,572,1503,592,1592,1449,1320,370,645,1308}},
{270,7,3,3,{577,1267,1093,1409,1516,195,1915,1809,929,1751}},
{271,0,9,4,{216,857,1197,1321,1259,398,677,1041,1548,773}},
{272,8,2,5,{1949,942,190,1338,1307,665,764,1105,1385,1902}},
{273,4,3,7,{120,1655,1474,817,1562,1566,981,931,1977,1141}},
{274,1,9,1,{80,498,605,491,1714,857,1637,771,1768,512}},
{275,3,4,4,{1297,242,1013,76,507,806,852,386,1715,809}},
{276,1,5,9,{619,1257,1038,888,237,960,991,1617,657,994}},
{277,4,0,3,{251,1323,1349,1709,1447,951,960,719,1249,84}},
{278,10,7,6,{482,967,1680,1373,969,1085,184,1742,873,1356}},
{279,8,0,5,{682,1982,315,1329,981,1519,1263,1660,993,1603}},
{280,9,3,1,{615,214,635,421,1439,1923,316,448,104,1610}},
{281,7,5,2,{268,1506,1053,1199,1876,447,556,31,538,1949}},
{282,0,2,0,{1385,1231,1590,501,682,580,1197,1058,324,886}},
{283,5,2,9,{927,1382,1368,1893,1592,329,394,604,1792,1136}},
{284,4,1,0,{1596,156,1611,1245,1787,1090,361,1016,1807,1254}},
{285,2,0,6,{1942,87,619,422,1026,1446,94,1312,355,324}},
{286,2,1,2,{1681,870,190,174,1755,550,52,383,1562,1522}},
{287,5,5,6,{1525,1508,127,1031,553,778,1549,596,334,438}},
{288,2,2,1,{997,295,851,1977,315,1625,426,336,301,750}},
{289,6,6,3,{1959,1466,1124,1396,1830,1561,1613,1735,400,1254}},
{290,4,5,9,{1195,914,644,1490,1703,342,1120,1691,207,997}},
{291,5,2,1,{208,972,782,204,979,810,42,260,1686,1502}},
{292,2,10,10,{930,1856,292,1918,1024,1695,1958,771,12,390}},
{293,6,10,10,{538,89,859,744,1795,1169,309,1561,1991,1521}},
{294,5,1,3,{1843,1105,449,1579,1484,79,1540,1381,520,384}},
{295,1,10,7,{36,811,1669,1625,1024,90,730,528,243,1577}},
{296,5,1,7,{760,349,615,895,1259,217,588,510,722,1143}},
{297,6,3,3,{1917,1859,214,1075,942,1184,1321,482,523,1759}},
{298,7,3,7,{95,786,1302,1272,123,160,432,1469,365,1044}},
{299,3,4,6,{1209,1736,219,1144,777,1676,1621,1683,1267,1344}},
{300,7,6,8,{1403,394,141,1440,572,969,948,1124,951,1904}},
{301,0,5,7,{1708,1747,1608,1525,1000,1760,802,1725,820,1194}},
{302,10,6,8,{259,468,629,169,137,731,682,1208,1288,102}},
{303,9,3,9,{1716,1442,1316,186,1015,1542,1171,226,465,1807}},
{304,4,8,5,{962,880,1650,522,1190,1266,191,49,723,1563}},
{305,3,4,2,{886,839,1482,1905,989,1049,723,387,62,450}},
{306,2,0,4,{157,1294,1186,953,1354,985,1372,254,1822,244}},
{307,0,5,3,{492,1032,315,334,1864,376,1983,1096,1584,1342}},
{308,0,1,0,{112,770,927,1666,901,1979,213,1024,1862,1687}},
{309,9,9,4,{448,1642,1465,1538,712,1164,587,1432,244,229}},
{310,7,4,0,{906,669,14,1973,1151,973,1624,385,922,242}},
{311,9,1,9,{1533,1355,623,1427,1619,70,947,444,118,568}},
{312,7,4,9,{1435,1016,556,269,207,385,1936,1825,482,1461}},
{313,6,3,9,{1051,1256,263,843,205,1061,1777,227,311,1664}},
{314,5,9,8,{1329,1794,1128,340,1165,1644,1901,1231,1893,1668}},
{315,9,4,6,{1147,1778,245,848,558,1889,1592,614,1470,1552}},
{316,0,4,8,{1727,1097,1875,1739,72,74,1621,715,903,1630}},
{317,9,10,7,{1619,282,34,160,725,1839,1389,969,1117,1278}},
{318,1,0,9,{1993,789,401,1510,733,1979,433,1389,1920,1697}},
{319,7,10,9,{1628,1626,827,1085,806,1685,924,1251,1279,1984}},
{320,6,8,6,{1913,252,787,1109,1898,1780,369,1176,634,1493}},
{321,8,0,5,{757,1673,889,267,764,1706,1201,1898,359,479}},
{322,9,0,9,{537,1989,985,858,1764,562,791,1492,1133,1042}},
{323,9,10,2,{530,1209,1499,177,727,1713,1689,503,265,649}},
{324,10,6,5,{1185,1559,464,926,1234,88,1859,1641,1217,779}},
{325,10,9,3,{476,1921,558,919,627,830,1743,878,1022,1487}},
{326,7,1,1,{473,1459,1273,1000,845,796,1195,552,488,578}},
{327,7,5,8,{1047,449,869,8,91,558,1396,1106,601,1196}},
{328,8,8,7,{1500,897,1985,1817,1205,1174,817,623,1293,727}},
{329,7,8,7,{384,1916,1839,320,1425,242,896,1946,1461,391}},
{330,10,7,7,{851,805,188,1472,1443,538,1744,1506,1756,101}},
{331,2,7,4,{57,570,472,46,1158,1082,437,1543,1559,555}},
{332,9,10,10,{1723,1996,11,448,531,307,1947,860,1936,474}},
{333,3,3,2,{1332,866,594,304,1099,751,1159,962,314,1813}},
{334,6,2,4,{449,1149,69,1723,1940,297,465,1014,959,528}},
{335,0,9,5,{1754,1727,788,958,1211,341,373,737,1020,860}},
{336,9,0,6,{1873,1053,681,1058,357,1669,1896,1327,1130,1866}},
{337,0,5,0,{1438,1834,603,204,374,1304,1696,182,769,1274}},
{338,9,10,5,{1572,110,1197,1512,484,987,1538,804,185,1453}},
{339,10,2,4,{1768,1575,704,1085,1199,160,1476,1801,325,640}},
{340,0,2,0,{20,832,693,774,969,935,89,1939,191,1552}},
{341,1,4,3,{627,1060,1790,1995,12,1732,842,1230,1078,1401}},
{342,2,5,4,{1723,353,877,579,866,515,59,1651,564,206}},
{343,5,4,1,{916,1118,104,1296,539,581,551,488,839,1082}},
{344,6,8,7,{633,1762,491,1044,1069,731,509,1153,92,1717}},
{345,6,3,6,{1373,1688,442,1027,463,1251,614,383,1406,554}},
{346,7,5,7,{1368,1640,534,1792,1990,1524,733,1285,1731,760}},
{347,2,0,1,{528,200,498,211,1369,449,293,448,1627,438}},
{348,3,0,4,{834,1827,1860,1636,1513,1844,1638,738,367,1032}},
{349,4,9,0,{942,677,1647,1239,1376,1263,961,1509,25,1276}},
{350,9,1,10,{1169,814,1303,657,1167,1187,629,710,418,609}},
{351,1,7,10,{1751,1490,1132,308,617,289,172,453,837,669}},
{352,7,2,0,{1839,1541,348,1576,1856,10,157,287,1399,60}},
{353,10,0,7,{1783,1952,829,1103,910,890,1580,891,1970,835}},
{354,2,1,1,{1584,1033,340,121,501,1192,1943,655,1873,724}},
{355,5,1,7,{1534,1945,1474,1863,501,1497,246,642,302,521}},
{356,0,8,6,{589,1620,843,690,1245,418,999,1231,1063,960}},
{357,3,10,5,{1282,1297,1553,1015,164,493,271,1185,128,1981}},
{358,1,2,0,{1249,610,1190,151,947,856,1150,813,749,1510}},
{359,10,3,7,{1399,220,1476,1947,651,1461,326,1354,344,1358}},
{360,4,8,4,{1777,1008,1078,102,1638,1957,632,330,1782,1074}},
{361,6,0,5,{461,572,405,689,1961,1125,1200,558,162,1300}},
{362,10,1,0,{185,93,474,491,1683,598,416,1367,1814,1494}},
{363,0,0,7,{145,333,249,1636,650,876,1124,129,1958,1770}},
{364,3,6,0,{1972,1593,772,150,395,1180,810,450,42,871}},
{365,7,4,1,{612,326,753,539,1688,1216,1453,259,1587,1054}},
{366,5,0,6,{144,146,251,1159,1558,627,1116,851,508,629}},
{367,8,5,5,{790,921,1054,1159,1694,1965,558,925,667,1070}},
{368,5,4,8,{518,1598,1486,1019,22,1096,1299,735,30,1317}},
{369,5,5,0,{926,1296,211,556,1293,841,1241,744,1513,124}},
{370,3,9,6,{859,323,59,148,1137,1996,298,322,917,1554}},
{371,0,3,1,{44,1896,1347,382,609,1948,613,664,1438,32}},
{372,7,6,5,{328,236,1058,719,931,1489,631,1680,688,134}},
{373,2,7,10,{1937,1674,1988,1346,789,660,1638,1839,942,1735}},
{374,2,4,4,{812,1108,1145,1952,1844,147,575,700,151,25}},
{375,4,5,3,{1962,1366,842,1275,549,537,369,377,844,1714}},
{376,6,9,3,{1544,1517,1904,359,1676,9,74,1716,1938,948}},
{377,2,0,10,{1869,155,233,889,681,222,329,1544,1800,600}},
{378,6,2,0,{1872,1779,933,1550,260,1797,697,1629,1385,1115}},
