{345,10,8,2},
{346,6,10,6},
{347,9,4,9},
{348,2,4,9},
{349,0,7,10},
{350,9,2,6},
{351,1,6,9},
{352,5,9,6},
{353,7,7,4},
{354,9,5,2},
{355,6,4,4},
{356,0,6,8},
{357,7,6,9},
{358,10,0,6},
{359,3,5,6},
{360,2,8,0},
{361,8,4,10},
{362,6,3,7},
{363,9,4,0},
{364,8,4,1},
{365,5,5,3},
{366,7,4,9},
{367,2,7,10},
{368,4,4,7},
{369,6,7,9},
{370,5,2,10},
{371,4,4,2},
{372,1,3,6},
{373,4,1,9},
{374,6,10,2},
{375,10,8,4},
{376,0,10,2},
{377,5,0,7},
{378,9,9,7},
{379,2,4,2},
{380,5,9,2},
{381,10,7,5},
{382,2,6,7},
{383,5,0,5},
{384,2,1,5},
{385,0,7,7},
{386,10,3,8},
{387,3,5,7},
{388,3,5,0},
{389,3,0,4},
{390,4,7,1},
{391,10,8,3},
{392,4,9,2},
{393,4,4,8},
{394,10,4,2},
{395,9,10,5},
{396,5,8,7},
{397,4,3,10},
{398,1,0,4},
{399,5,10,2},
{400,10,7,4},
{401,4,0,10},
{402,0,8,5},
{403,2,4,3},
{404,7,9,7},
{405,2,9,4},
{406,0,4,8},
{407,2,9,10},
{408,8,3,2},
{409,4,0,0},
{410,8,4,2},
{411,1,4,5},
{412,9,6,9},
{413,5,0,9},
{414,9,9,1},
{415,10,7,6},
{416,4,5,0},
{417,6,4,1},
{418,9,10,5},
{419,7,10,2},
{420,2,7,10},
{421,9,10,3},
{422,2,10,10},
{423,6,9,8},
{424,10,4,6},
{425,5,10,10},
{426,4,10,7},
{427,1,1,1},
{428,0,7,7},
{429,5,9,0},
{430,7,6,3},
{431,8,1,9},
{432,1,7,0},
{433,6,0,6},
{434,4,10,1},
{435,10,6,0},
{436,0,0,6},
{437,10,8,3},
{438,7,0,3},
{439,7,0,3},
{440,1,5,2},
{441,2,2,9},
{442,4,5,1},
{443,10,7,3},
{444,0,10,0},
{445,6,8,2},
{446,8,5,9},
{447,1,1,0},
{448,1,4,0},
{449,3,5,5},
{450,4,8,10},
{451,8,6,2},
{452,5,3,5},
{453,9,0,10},
{454,0,8,10},
{455,5,8,10},
{456,4,0,9},
{457,5,5,3},
{458,9,4,4},
{459,3,0,1},
{460,1,2,2},
{461,4,6,1},
{462,1,9,3},
{463,0,4,0},
{464,1,0,9},
{465,9,8,8},
{466,8,4,5},
{467,3,3,7},
{468,6,3,8},
{469,10,6,10},
{470,3,1,9},
{471,7,8,6},
{472,0,8,7},
{473,4,3,9},
{474,10,8,1},
{475,10,9,0},
{476,1,3,0},
{477,6,0,1},
{478,4,8,6},
{479,9,7,1},
{480,10,9,3},
{481,1,8,10},
{482,0,2,7},
{483,0,2,0},
{484,6,9,7},
{485,2,9,9},
{486,0,7,1},
{487,6,9,4},
{488,1,9,5},
{489,1,8,10},
{490,10,8,7},
{491,5,9,8},
{492,4,2,6},
{493,4,9,0},
{494,10,4,4},
{495,5,6,9},
{496,5,7,5},
{497,2,10,3},
{498,7,2,10},
{499,5,6,8},
{500,5,8,4},
{501,7,2,0},
{502,6,6,6},
{503,9,7,9},
{504,7,6,4},
{505,2,4,10},
{506,2,6,9},
{507,3,6,8},
{508,2,4,4},
{509,7,8,10},
{510,9,2,10},
{511,6,10,3},
{512,4,0,4},
{513,2,7,7},
{514,9,0,7},
{515,0,2,1},
{516,1,3,10},
{517,10,1,1},
{518,2,10,2},
{519,9,10,1},
{520,2,1,7},
{521,1,6,7},
{522,6,2,0},
{523,7,4,3},
{524,3,8,9},
{525,4,6,8},
{526,10,6,5},
{527,7,2,4},
{528,1,3,8},
{529,10,8,3},
{530,0,8,1},
{531,3,9,2},
{532,9,9,2},
{533,9,8,10},
{534,0,1,7},
{535,3,4,0},
{536,3,3,5},
{537,8,7,3},
{538,3,9,2},
{539,2,4,9},
{540,10,6,2},
{541,3,2,7},
{542,2,5,3},
{543,0,2,8},
{544,9,3,6},
{545,5,1,10},
{546,7,3,2},
{547,0,0,8},
{548,4,10,8},
{549,8,0,9},
{550,7,10,1},
{551,8,9,3},
{552,0,7,9},
{553,4,9,0},
{554,8,2,4},
{555,2,7,8},
{556,10,9,1},
{557,10,7,2},
{558,4,7,7},
{559,9,3,10},
{560,2,3,7},
{561,1,7,7},
{562,6,5,3},
{563,9,9,5},
{564,6,8,4},
{565,7,2,0},
{566,6,0,8},
{567,0,8,4},
{568,4,10,5},
{569,0,0,0},
{570,2,9,6},
{571,8,3,2},
{572,9,3,10},
{573,1,8,3},
{574,9,8,8},
{575,4,7,9},
{576,5,9,8},
{577,0,6,8},
{578,9,4,6},
{579,10,2,7},
{580,7,6,5},
{581,1,5,4},
{582,10,0,4},
{583,9,8,0},
{584,1,2,5},
{585,3,2,2},
{586,3,8,10},
{587,4,9,1},
{588,4,7,5},
{589,4,3,7},
{590,5,10,9},
{591,4,1,8},
{592,6,2,1},
{593,7,6,2},
{594,4,2,1},
{595,2,10,2},
{596,1,2,4},
{597,4,1,8},
{598,3,2,7},
{599,7,8,8},
{600,2,6,0},
{601,0,7,1},
{602,8,6,6},
{603,0,3,7},
{604,5,6,7},
{605,6,9,9},
{606,10,2,7},
{607,4,3,10},
{608,3,1,8},
{609,3,9,6},
{610,4,9,0},
{611,5,3,10},
{612,7,3,2},
{613,6,10,9},
{614,3,2,5},
{615,6,1,9},
{616,8,10,1},
{617,6,0,0},
{618,10,9,9},
{619,4,6,10},
{620,9,9,3},
{621,4,3,2},
{622,4,0,2},
{623,2,4,0},
{624,9,5,7},
{625,5,2,4},
{626,5,4,8},
{627,7,10,6},
{628,6,7,8},
{629,8,7,3},
{630,1,5,2},
{631,6,1,8},
{632,5,4,3},
{633,6,1,6},
{634,5,6,10},
{635,4,10,6},
{636,6,6,4},
{637,5,0,9},
{638,0,9,0},
{639,10,8,3},
{640,2,3,8},
{641,9,0,7},
{642,6,10,1},
{643,2,4,1},
{644,9,1,10},
{645,5,4,7},
{646,1,3,6},
{647,6,1,2},
{648,7,5,8},
{649,9,3,5},
{650,1,9,7},
{651,3,10,9},
{652,10,3,5},
{653,3,6,0},
{654,1,10,2},
{655,2,9,5},
{656,7,7,0},
{657,5,0,4},
{658,7,9,5},
{659,3,3,5},
{660,0,4,4},
{661,6,8,2},
{662,2,2,8},
{663,6,8,2},
{664,1,9,1},
{665,0,8,10},
{666,9,8,9},
{667,3,8,4},
{668,8,8,10},
{669,2,4,5},
{670,0,3,10},
{671,3,0,6},
{672,2,1,1},
{673,7,4,10},
{674,10,8,0},
{675,7,6,7},
{676,8,6,2},
{677,3,0,6},
{678,3,2,7},
{679,9,7,3},
{680,1,4,7},
{681,6,6,2},
{682,9,2,4},
{683,8,3,3},
{684,7,6,10},
{685,5,2,6},
{686,4,3,2},
{687,10,6,1},
{688,9,1,7},
{689,3,4,5},
{690,3,4,1},
{691,0,9,4},
{692,1,4,4},
{693,5,5,5},
{694,7,1,7},
{695,5,1,2},
{696,3,6,1},
{697,3,7,10},
{698,9,7,8},
{699,0,3,2},
{700,8,8,1},
{701,0,8,6},
{702,1,6,2},
{703,9,5,3},
{704,4,1,8},
{705,2,9,9},
{706,4,5,2},
{707,9,6,10},
{708,4,5,2},
{709,10,1,1},
{710,5,8,7},
{711,1,0,5},
{712,9,3,7},
{713,4,3,4},
{714,10,0,3},
{715,1,7,4},
{716,4,5,3},
{717,6,7,1},
{718,9,10,1},
{719,4,2,1},
{720,2,6,8},
{721,6,0,9},
{722,3,7,9},
{723,10,6,9},
{724,9,2,6},
{725,10,7,0},
{726,7,0,9},
{727,1,4,5},
{728,8,0,9},
{729,8,1,10},
{730,0,2,0},
{731,4,9,2},
{732,4,10,1},
{733,5,3,5},
{734,3,6,2},
{735,10,0,9},
{736,7,1,6},
{737,6,3,0},
{738,6,3,5},
{739,2,3,8},
{740,3,4,7},
{741,9,0,6},
{742,8,2,4},
{743,7,8,5},
{744,4,1,6},
{745,6,7,3},
{746,8,1,9},
{747,2,9,6},
{748,5,3,3},
{749,1,3,1},
{750,1,5,8},
{751,2,6,7},
{752,10,1,2},
{753,7,6,0},
{754,8,10,1},
{755,4,2,2},
{756,1,0,3},
{757,1,5,3},
{758,0,4,3},
{759,0,10,9},
{760,10,5,10},
{761,10,6,3},
{762,7,4,10},
{763,10,5,7},
{764,4,0,3},
{765,5,5,4},
{766,2,10,5},
{767,2,1,5},
{768,0,8,3},
{769,9,0,4},
{770,0,4,1},
{771,9,7,4},
{772,4,3,2},
{773,9,2,4},
{774,7,8,6},
{775,4,3,3},
{776,6,4,0},
{777,3,4,5},
{778,10,8,5},
{779,10,0,8},
{780,8,9,5},
{781,7,2,5},
{782,7,2,8},
{783,0,5,5},
{784,4,1,7},
{785,6,4,4},
{786,3,0,0},
{787,2,2,8},
{788,4,3,6},
{789,1,10,7},
{790,7,6,2},
{791,6,0,0},
{792,10,10,10},
{793,2,5,8},
{794,2,2,7},
{795,8,9,6},
{796,3,3,10},
{797,5,1,10},
{798,9,7,10},
{799,3,5,3},
{800,7,7,10},
{801,8,8,1},
{802,3,6,8},
{803,6,7,5},
{804,4,2,2},
{805,10,3,4},
{806,5,2,7},
{807,4,0,6},
{808,5,10,5},
{809,5,7,8},
{810,4,4,6},
{811,10,0,2},
{812,5,1,4},
{813,0,7,9},
{814,1,10,7},
{815,8,5,2},
{816,4,5,4},
{817,6,10,0},
{818,8,2,2},
{819,1,5,3},
{820,2,4,9},
{821,8,8,9},
{822,9,1,5},
{823,9,7,3},
{824,10,4,8},
{825,6,10,6},
{826,9,1,2},
{827,7,1,9},
{828,10,4,8},
{829,9,5,0},
{830,9,6,5},
{831,0,8,7},
{832,8,8,7},
{833,5,8,9},
{834,0,7,10},
{835,7,10,4},
{836,1,4,2},
{837,2,3,3},
{838,5,3,2},
{839,8,7,6},
{840,2,0,5},
{841,5,4,7},
{842,8,9,3},
{843,3,8,9},
{844,0,2,6},
{845,5,10,10},
{846,1,7,9},
{847,7,4,4},
{848,3,8,10},
{849,2,10,8},
{850,2,10,7},
{851,7,2,4},
{852,10,9,5},
{853,5,3,3},
{854,7,9,6},
{855,3,5,6},
{856,1,2,4},
{857,7,8,0},
{858,6,4,1},
{859,0,2,1},
{860,9,4,2},
{861,7,0,10},
{862,0,4,5},
{863,4,9,6},
{864,9,5,1},
{865,9,3,5},
{866,2,6,4},
{867,2,1,4},
{868,10,3,5},
{869,5,2,5},
{870,5,1,10},
{871,0,3,3},
{872,5,7,1},
{873,4,8,7},
{874,10,6,4},
{875,7,2,8},
{876,9,8,4},
{877,0,8,2},
{878,10,0,7},
{879,0,3,9},
{880,4,8,9},
{881,7,3,5},
{882,1,7,10},
{883,2,3,10},
{884,3,8,5},
{885,0,5,10},
{886,0,0,8},
{887,9,8,1},
{888,6,3,4},
{889,2,0,3},
{890,4,8,0},
{891,5,0,3},
{892,2,8,7},
{893,5,3,1},
{894,3,5,4},
{895,3,1,0},
{896,1,3,2},
{897,3,5,9},
{898,9,3,5},
{899,7,0,0},
{900,9,2,10},
{901,1,7,5},
{902,3,0,7},
{903,6,10,9},
{904,6,10,5},
{905,0,2,6},
{906,4,4,6},
{907,0,0,8},
{908,1,8,5},
{909,2,4,4},
{910,2,3,6},
{911,4,2,3},
{912,7,0,5},
{913,7,2,2},
{914,2,8,7},
{915,2,2,3},
{916,1,7,10},
{917,0,10,7},
{918,4,8,1},
{919,5,4,9},
{920,2,0,6},
{921,0,6,0},
{922,5,3,2},
{923,3,9,7},
{924,10,4,9},
{925,3,5,2},
{926,5,3,1},
{927,6,1,9},
{928,4,0,1},
{929,4,3,10},
{930,9,9,10},
{931,7,10,8},
{932,3,5,1},
{933,2,6,9},
{934,8,0,2},
{935,4,6,3},
{936,6,1,4},
{937,8,8,6},
{938,1,5,0},
{939,6,6,6},
{940,1,0,9},
{941,3,10,2},
{942,2,5,8},
{943,2,10,2},
{944,5,8,10},
{945,4,4,4},
{946,3,10,1},
{947,8,10,10},
{948,7,9,8},
{949,2,6,5},
{950,6,3,9},
{951,3,7,10},
{952,4,9,4},
{953,10,0,2},
{954,0,7,5},
{955,7,1,10},
{956,6,8,0},
{957,7,5,3},
{958,7,8,3},
{959,6,0,1},
{960,9,4,8},
{961,4,5,5},
{962,0,7,3},
{963,3,10,2},
{964,10,4,10},
{965,6,5,3},
{966,6,8,3},
{967,8,3,2},
{968,0,10,5},
{969,5,9,10},
{970,9,6,5},
{971,0,1,6},
{972,2,6,10},
{973,4,1,7},
{974,0,9,9},
{975,1,10,10},
{976,2,2,6},
{977,0,6,6},
{978,0,2,9},
{979,4,10,5},
{980,1,0,1},
{981,6,5,6},
{982,4,1,1},
{983,4,2,3},
{984,3,1,6},
{985,10,4,2},
{986,5,6,8},
{987,5,5,9},
{988,10,3,8},
{989,3,2,8},
{990,4,2,2},
{991,6,1,6},
{992,4,4,3},
{993,9,8,10},
{994,10,6,9},
{995,0,9,6},
{996,10,5,5},
{997,2,7,8},
{998,4,0,6},
{999,2,4,2},
{1000,1,9,2},
{1001,9,1,6},
{1002,1,4,10},
{1003,0,3,5},
{1004,2,10,10},
{1005,3,2,3},
{1006,10,7,6},
{1007,3,2,6},
{1008,10,3,2},
{1009,1,2,4},
{1010,10,5,2},
{1011,8,9,2},
{1012,7,3,2},
{1013,10,2,6},
{1014,0,1,2},
{1015,8,9,7},
{1016,5,9,9},
{1017,9,5,8},
{1018,2,6,1},
{1019,8,7,2},
{1020,2,3,0},
{1021,9,2,8},
{1022,0,9,3},
{1023,2,0,1},
{1024,10,2,3},
{1025,7,1,8},
{1026,4,2,9},
{1027,0,4,1},
{1028,3,9,2},
{1029,10,1,0},
{1030,4,5,6},
{1031,7,5,0},
{1032,3,2,5},
{1033,6,2,5},
{1034,10,5,2},
{1035,5,9,0},
{1036,6,2,7},
{1037,2,0,8},
{1038,1,7,1},
{1039,2,2,8},
{1040,9,2,9},
{1041,4,5,6},
{1042,6,8,8},
{1043,3,9,0},
{1044,2,9,3},
{1045,2,1,9},
{1046,2,0,10},
{1047,2,2,7},
{1048,0,0,8},
{1049,5,6,1},
{1050,5,1,4},
{1051,9,0,8},
{1052,3,6,7},
{1053,7,0,2},
{1054,3,9,3},
{1055,1,4,5},
{1056,7,3,9},
{1057,5,1,3},
{1058,2,4,8},
{1059,2,2,5},
{1060,1,9,5},
{1061,10,6,10},
{1062,10,2,2},
{1063,10,4,6},
{1064,4,5,9},
{1065,8,5,7},
{1066,3,4,4},
{1067,0,5,10},
{1068,5,4,9},
{1069,2,10,3},
{1070,1,3,4},
{1071,4,9,1},
{1072,9,3,9},
{1073,5,7,0},
{1074,0,6,10},
{1075,2,8,0},
{1076,9,0,6},
{1077,1,4,1},
{1078,3,0,9},
{1079,6,6,0},
{1080,8,8,0},
{1081,10,4,9},
{1082,8,6,4},
{1083,7,3,5},
{1084,5,10,6},
{1085,7,1,10},
{1086,8,8,7},
{1087,2,6,3},
{1088,9,1,7},
{1089,5,9,9},
{1090,10,9,7},
{1091,0,1,0},
{1092,10,8,5},
{1093,9,3,4},
{1094,7,5,8},
{1095,7,9,3},
{1096,5,8,3},
{1097,2,2,0},
{1098,7,6,7},
{1099,0,1,5},
{1100,7,10,3},
{1101,3,4,7},
{1102,2,1,0},
{1103,8,2,1},
{1104,4,5,9},
{1105,5,9,1},
{1106,7,2,0},
{1107,7,7,7},
{1108,10,8,2},
{1109,7,9,3},
{1110,7,5,8},
{1111,9,9,1},
{1112,7,1,2},
{1113,7,7,3},
{1114,6,10,1},
{1115,7,10,10},
{1116,3,0,8},
{1117,0,0,4},
{1118,6,6,0},
{1119,2,7,4},
{1120,3,10,1},
{1121,0,8,9},
{1122,3,4,10},
{1123,10,4,10},
{1124,4,6,7},
{1125,8,9,1},
{1126,7,8,1},
{1127,8,4,6},
{1128,0,0,9},
{1129,7,6,1},
{1130,8,8,5},
{1131,7,10,2},
{1132,3,1,5},
{1133,3,0,2},
{1134,8,9,3},
{1135,7,2,5},
{1136,5,6,1},
{1137,8,2,2},
{1138,5,3,6},
{1139,10,5,2},
{1140,9,9,3},
{1141,1,8,5},
{1142,8,1,8},
{1143,4,7,7},
{1144,6,2,5},
{1145,5,3,3},
{1146,0,1,10},
{1147,6,7,5},
{1148,8,2,7},
{1149,0,1,10},
{1150,3,1,0},
{1151,9,5,7},
{1152,1,5,10},
{1153,10,8,7},
{1154,9,6,2},
{1155,10,7,1},
{1156,7,6,6},
{1157,3,1,8},
{1158,2,8,9},
{1159,1,7,0},
{1160,4,3,1},
{1161,9,10,0},
{1162,5,8,8},
{1163,10,2,0},
{1164,2,2,2},
{1165,1,9,5},
{1166,4,7,3},
{1167,6,5,0},
{1168,8,6,0},
{1169,3,6,1},
{1170,5,5,6},
{1171,5,9,5},
{1172,3,3,10},
{1173,1,1,0},
{1174,8,8,5},
{1175,1,1,4},
{1176,8,5,10},
{1177,6,0,6},
{1178,4,2,9},
{1179,4,4,9},
{1180,5,0,0},
{1181,10,8,1},
{1182,4,8,3},
{1183,6,5,10},
{1184,8,5,7},
{1185,10,3,7},
{1186,10,2,3},
{1187,6,8,6},
{1188,4,4,7},
{1189,6,4,4},
{1190,0,9,8},
{1191,8,3,4},
{1192,9,1,1},
{1193,1,2,9},
{1194,1,2,5},
{1195,6,8,7},
{1196,5,8,0},
{1197,8,5,2},
{1198,1,5,9},
{1199,10,7,0},
{1200,6,9,0},
{1201,3,10,1},
{1202,5,1,3},
{1203,7,7,0},
{1204,2,6,1},
{1205,4,1,2},
{1206,4,4,0},
{1207,4,5,6},
{1208,5,4,7},
{1209,7,2,2},
{1210,7,8,2},
{1211,1,10,3},
{1212,1,10,10},
{1213,6,10,7},
{1214,5,8,5},
{1215,10,6,1},
{1216,9,8,6},
{1217,9,1,5},
{1218,1,6,2},
{1219,4,10,0},
{1220,10,5,9},
{1221,4,6,5},
{1222,3,1,7},
{1223,1,1,2},
{1224,4,10,8},
{1225,7,1,7},
{1226,8,6,0},
{1227,1,6,2},
{1228,8,3,9},
{1229,0,2,1},
{1230,3,1,7},
{1231,2,8,10},
{1232,5,1,5},
{1233,2,1,2},
{1234,7,9,4},
{1235,10,2,7},
{1236,7,9,6},
{1237,6,4,7},
{1238,8,1,3},
{1239,5,8,3},
{1240,9,0,4},
{1241,8,2,2},
{1242,4,5,5},
{1243,7,8,7},
{1244,9,3,10},
{1245,7,8,1},
{1246,0,7,1},
{1247,10,9,6},
{1248,1,5,0},
{1249,8,1,3},
{1250,5,7,1},
{1251,10,3,0},
{1252,2,3,3},
{1253,2,0,0},
{1254,8,6,7},
{1255,2,4,9},
{1256,1,6,4},
{1257,8,9,7},
{1258,10,6,1},
{1259,9,5,6},
{1260,6,3,0},
{1261,4,1,5},
{1262,6,5,9},
{1263,10,2,4},
{1264,0,0,6},
{1265,4,7,6},
{1266,4,8,4},
{1267,10,7,9},
{1268,7,7,6},
{1269,0,1,10},
{1270,8,2,0},
{1271,1,0,7},
{1272,6,1,9},
{1273,6,5,1},
{1274,8,2,0},
{1275,4,6,0},
{1276,7,2,3},
{1277,7,10,9},
{1278,2,1,0},
{1279,5,4,7},
{1280,0,4,7},
{1281,2,8,10},
{1282,4,3,4},
{1283,9,4,5},
{1284,2,3,8},
{1285,1,0,2},
{1286,2,2,2},
{1287,2,3,1},
{1288,0,3,2},
{1289,3,1,5},
{1290,7,1,2},
{1291,0,5,6},
{1292,10,6,0},
{1293,1,0,2},
{1294,10,4,6},
{1295,3,2,3},
{1296,5,10,6},
{1297,7,0,2},
{1298,3,3,1},
{1299,0,2,3},
{1300,8,0,3},
{1301,5,10,7},
{1302,8,2,7},
{1303,3,4,5},
{1304,3,9,6},
{1305,8,4,1},
{1306,8,9,2},
{1307,1,7,0},
{1308,6,7,9},
{1309,1,6,6},
{1310,6,9,5},
{1311,9,9,10},
{1312,2,2,2},
{1313,4,5,0},
{1314,7,6,4},
{1315,1,10,1},
{1316,9,3,4},
{1317,10,8,3},
{1318,9,9,4},
{1319,1,3,8},
{1320,5,3,3},
{1321,2,5,7},
{1322,3,7,6},
{1323,7,3,8},
{1324,6,10,0},
{1325,2,9,5},
{1326,9,10,8},
{1327,10,5,8},
{1328,2,3,9},
{1329,0,3,8},
{1330,9,6,7},
{1331,0,9,9},
{1332,3,5,5},
{1333,7,3,3},
{1334,8,8,3},
{1335,3,1,5},
{1336,0,8,4},
{1337,4,2,10},
{1338,1,10,8},
{1339,8,3,6},
{1340,1,2,6},
{1341,1,1,2},
{1342,8,4,0},
{1343,4,10,2},
{1344,8,0,4},
{1345,9,3,9},
{1346,3,4,5},
{1347,5,2,1},
{1348,8,6,0},
{1349,4,0,4},
{1350,6,6,0},
{1351,6,6,10},
{1352,7,3,0},
{1353,7,7,10},
{1354,5,4,4},
{1355,8,5,6},
{1356,3,2,1},
{1357,3,2,4},
{1358,9,2,10},
{1359,0,5,10},
{1360,1,5,9},
{1361,10,0,6},
{1362,1,5,5},
